credit_score,annual_income,loan_amount,loan_term_years,risk_label
731,102908,13449,3,0
702,69862,1018,5,0
731,201740,10915,3,0
735,83802,-7503,5,0
807,170070,46120,3,0
684,97299,27145,2,0
652,13718,15753,3,0
712,170053,29526,2,0
659,66712,26893,3,0
774,57436,31209,5,1
685,74987,37095,4,0
671,45433,22100,3,0
676,71798,16201,3,0
735,37290,33277,2,0
692,165946,33023,5,0
667,54673,26007,2,0
783,44087,46775,5,0
657,28568,20621,5,1
701,74237,16001,2,0
732,69541,29180,4,0
618,81694,18250,5,0
724,26323,29955,4,0
647,16631,16669,2,0
741,98762,20997,4,0
651,196361,43908,5,0
734,26341,20944,2,1
755,213534,17011,4,0
743,75141,36706,2,0
712,59536,14489,2,0
688,43562,18070,4,0
671,19779,30765,5,0
773,131950,34384,5,0
665,32193,37204,5,0
648,32085,17527,5,0
733,132394,30960,3,0
660,13274,20338,2,0
652,17696,18943,2,0
627,59011,37032,3,0
675,75707,19504,2,0
695,88237,27782,2,0
712,47030,26555,4,0
747,453293,14292,3,0
726,49895,34660,2,0
690,49780,30602,2,0
690,31647,5137,3,0
725,66113,27774,3,0
763,97926,17270,4,0
706,156821,35970,4,0
676,18189,10546,5,0
650,49178,21435,5,0
627,85593,28620,4,0
733,95764,25543,2,0
728,60188,32629,3,0
728,92405,9815,4,0
693,31345,41519,5,0
770,208214,30251,3,0
675,132468,38597,5,0
747,20415,33742,2,1
698,25334,24883,2,0
669,25912,12158,5,0
729,102988,19364,3,0
720,21422,40895,5,0
717,45944,38854,3,0
704,86142,18804,4,0
698,56787,-3183,5,0
819,73652,22873,5,0
759,25523,22122,3,0
736,96363,22502,4,0
705,36659,30285,3,0
750,46180,33762,3,0
725,72416,34902,5,0
701,65020,29457,5,0
684,61033,6992,3,0
695,32843,21588,2,0
541,47115,48040,2,0
710,59978,28742,2,0
675,19929,28678,5,0
779,41356,28594,5,0
700,81645,29153,4,0
640,21548,1168,5,0
697,151034,22604,4,0
647,165328,24621,5,0
723,22112,37814,2,0
714,177388,25476,2,0
747,53376,8534,3,0
660,83684,29300,3,0
701,40242,16961,4,0
631,125296,12832,4,0
735,82857,16658,3,0
725,31215,30425,4,0
724,23572,37587,5,0
700,18615,29829,2,0
720,69588,31320,3,1
780,94653,29730,3,1
685,100787,26013,5,0
706,54481,31969,4,0
645,23727,812,3,0
656,34694,26110,3,0
704,150524,14550,5,0
755,40631,36629,2,0
687,67153,23528,3,0
688,25323,25309,3,0
679,78375,9949,5,0
673,41516,35168,3,0
714,138326,31273,3,0
625,111173,30569,2,0
764,40272,16869,3,0
666,54104,17263,5,0
736,38526,27235,2,0
636,19234,18055,2,0
733,30153,29348,2,0
733,70162,3390,4,1
719,77668,20124,5,0
650,67429,42967,4,0
712,47033,29394,3,0
640,126304,26667,2,1
687,62996,44852,4,0
751,105093,1640,3,0
739,14486,16846,4,0
700,2596,20988,2,0
651,75134,33583,3,0
732,19152,33756,2,0
700,50515,16339,2,0
583,47019,34979,4,0
739,213186,20966,5,0
698,82454,37116,3,0
760,68369,14673,3,0
645,116960,23766,5,0
541,80402,20098,3,0
713,41517,35560,4,0
714,141093,19772,3,0
615,24641,24575,4,0
651,77543,30068,3,0
837,17360,30452,4,0
684,70484,33869,5,0
736,69870,27111,3,0
667,228928,20817,4,1
595,17120,21503,2,0
691,37022,25256,2,0
686,115629,27495,2,1
680,78296,23528,3,0
694,69164,25192,4,0
713,27864,9827,2,0
692,37322,31673,3,0
636,162110,26811,4,0
724,57457,35018,2,0
602,80844,25001,2,0
597,54603,7616,3,0
736,23237,21415,4,0
725,126379,23000,3,0
697,89552,32429,2,0
630,378703,4297,3,0
664,26569,25411,3,0
686,115619,30136,2,0
620,20968,18385,2,0
663,67905,25746,4,0
732,130771,18729,4,0
771,11410,17704,2,0
679,50820,20915,2,0
737,38155,17893,5,0
604,34147,31836,5,0
732,81484,17650,4,0
659,146759,15970,3,0
715,53818,42679,2,0
687,70572,34607,2,0
766,65607,6384,3,0
656,59960,17352,4,1
731,25047,27424,5,0
686,145329,28237,4,0
692,75822,10095,3,0
690,82117,36585,2,0
657,31407,33252,5,1
699,41465,29819,3,0
696,52004,38567,2,0
712,17548,29522,4,1
704,15515,29485,5,0
739,37026,40576,2,0
746,90945,36012,2,0
647,35507,16584,2,0
743,26501,31331,2,0
640,31202,18357,2,0
729,41594,30041,4,0
730,45112,29766,3,0
604,338546,11165,5,0
704,139204,23781,4,0
676,135919,27652,5,0
662,152491,20637,2,0
767,26928,28147,3,0
667,22518,33058,2,0
659,24698,24694,4,0
703,174138,27245,4,0
734,38647,38834,5,0
692,22002,29731,2,0
758,42412,27008,2,0
726,49469,15419,3,0
591,74215,31710,3,0
673,73186,28301,2,0
671,30867,37837,5,0
723,103624,25468,3,0
568,35905,6837,2,0
827,52837,7998,2,1
726,103716,32356,2,1
707,35830,19298,4,0
759,37968,29367,5,0
817,96118,26142,2,0
743,30146,23331,2,0
747,44009,24036,2,1
706,93395,16346,3,1
692,309673,24842,2,0
676,97180,19155,4,0
658,87387,21277,4,0
665,91550,21763,5,0
632,25373,22733,2,0
696,65675,34221,2,1
615,58465,23702,2,0
709,77440,35237,4,0
698,65723,40378,3,0
707,81126,33549,3,0
673,46668,30344,2,0
853,62748,28268,3,0
768,22420,33653,5,0
637,46354,25893,4,0
711,182164,34845,2,0
669,77268,31141,3,0
649,58880,21401,2,0
632,272910,33958,2,0
721,20157,25914,4,0
665,24647,23938,4,0
748,235665,20238,3,0
749,62116,26660,4,0
768,49312,34964,5,0
657,22939,33889,2,0
723,85661,28533,4,0
731,92555,30996,3,0
676,24944,37716,3,0
661,53518,23500,3,0
780,45779,13845,5,0
711,73480,38011,4,1
731,24455,19702,4,0
658,163008,18096,5,0
639,124574,7038,4,0
671,44777,30712,4,0
693,50355,8785,4,0
646,53683,17497,5,0
699,32123,30882,5,0
615,41992,32219,3,0
643,48232,18482,5,0
733,217574,23658,5,1
730,127681,16274,3,0
680,126465,19516,5,1
649,80494,27662,4,0
648,24492,19983,2,0
681,57919,22557,3,0
732,130143,10352,2,0
746,21881,36329,2,0
675,99632,30100,3,0
642,383880,32929,2,0
713,140007,37904,2,0
658,185576,16747,3,0
674,71301,21416,3,0
766,129877,6051,4,0
741,33715,56404,3,0
707,113175,23504,5,0
636,101064,35387,2,0
710,75503,12618,3,0
753,171580,34963,4,0
681,38908,43575,3,0
767,51552,24397,2,0
764,64625,14891,3,0
783,26273,23612,2,0
715,71793,2732,3,0
729,15136,24621,4,1
770,138352,33209,5,0
722,62150,24642,4,0
674,39469,22158,3,0
677,30714,30275,2,0
711,49629,31040,4,0
635,103840,8400,5,0
692,92799,25888,5,0
754,34049,49359,2,0
590,30429,11649,3,0
776,101267,24145,4,0
756,33594,44417,4,0
677,62813,36041,2,0
727,66105,19866,4,0
700,76852,27061,2,0
761,118968,24978,2,1
749,21799,17519,3,0
629,12978,24257,2,0
729,38026,22200,4,0
689,253019,26127,2,0
704,301866,17516,4,0
663,259092,12233,2,0
787,51308,24587,3,0
752,14390,42151,3,0
663,9187,25822,2,0
633,36635,21684,2,0
680,51100,32540,2,0
721,169481,23416,3,0
712,119879,43680,5,1
762,71820,24960,2,0
739,29381,32004,5,0
748,27760,17453,2,0
716,73372,30030,4,1
630,104573,27750,3,1
690,81920,24434,5,0
753,26168,19982,5,0
697,100763,18619,3,0
725,84181,27823,5,1
684,25424,31289,2,0
648,31969,23728,5,0
693,103859,27872,2,1
715,49632,24620,5,0
667,213484,25985,4,0
688,89402,22995,5,0
653,40566,25179,5,0
755,59387,51980,2,0
685,62988,28116,3,0
772,33432,31452,4,0
776,28851,29380,3,0
695,104936,22371,2,0
649,117738,37939,4,1
595,97054,22088,5,0
626,201240,35550,3,0
631,38815,21657,3,0
768,228528,15400,3,0
705,29122,28653,5,1
719,26631,13953,2,0
588,14647,30356,5,0
640,41913,13058,5,0
744,40015,21809,2,0
714,91194,10682,2,0
692,72773,53241,5,0
728,23054,8460,2,0
781,43731,25098,3,0
688,44481,36433,4,0
703,14461,35363,2,1
709,27316,33513,4,0
819,32317,21827,3,0
595,188508,38510,2,1
734,69784,34133,5,0
694,101695,27122,5,0
728,18053,27405,3,0
667,155650,21960,2,0
697,169546,15903,5,0
735,12104,37371,2,1
855,34055,38122,4,0
740,89019,16158,5,0
657,100258,23462,3,0
